ANO;MÊS;PRODUTOR;PRODUTO;PRODUÇÃO
2009;FEV;NEOVG;SOLVENTE;0
2009;MAR;NEOVG;SOLVENTE;0
2009;ABR;NEOVG;SOLVENTE;0
2009;MAI;NEOVG;SOLVENTE;0
2009;JUN;NEOVG;SOLVENTE;0
2009;JUL;NEOVG;SOLVENTE;0
2009;AGO;NEOVG;SOLVENTE;0
2009;SET;NEOVG;SOLVENTE;0
2009;OUT;NEOVG;SOLVENTE;0
2009;NOV;NEOVG;SOLVENTE;0
2009;DEZ;NEOVG;SOLVENTE;0
2009;JAN;NORQUIMA;SOLVENTE;45,436
2009;FEV;NORQUIMA;SOLVENTE;62,624
2009;MAR;NORQUIMA;SOLVENTE;84,28
2009;ABR;NORQUIMA;SOLVENTE;48,976
2009;MAI;NORQUIMA;SOLVENTE;108,845
2009;JUN;NORQUIMA;SOLVENTE;111,393
2009;JUL;NORQUIMA;SOLVENTE;68,971
2009;AGO;NORQUIMA;SOLVENTE;82,193
2009;SET;NORQUIMA;SOLVENTE;14
2009;OUT;NORQUIMA;SOLVENTE;9,8
2009;NOV;NORQUIMA;SOLVENTE;0
2009;DEZ;NORQUIMA;SOLVENTE;18,567
2010;JAN;CAPIXABA;GASOLINA A;0
2010;FEV;CAPIXABA;GASOLINA A;0
2010;MAR;CAPIXABA;GASOLINA A;0
2010;ABR;CAPIXABA;GASOLINA A;0
2010;MAI;CAPIXABA;GASOLINA A;0
2010;JUN;CAPIXABA;GASOLINA A;0
2010;JUL;CAPIXABA;GASOLINA A;0
2010;AGO;CAPIXABA;GASOLINA A;0
2010;SET;CAPIXABA;GASOLINA A;0
2010;OUT;CAPIXABA;GASOLINA A;0
2010;NOV;CAPIXABA;GASOLINA A;0
2010;DEZ;CAPIXABA;GASOLINA A;0
2010;JAN;COPAPE;GASOLINA A;66240,76
2010;FEV;COPAPE;GASOLINA A;73670,445
2010;MAR;COPAPE;GASOLINA A;69676,725
2010;ABR;COPAPE;GASOLINA A;67423,625
2010;MAI;COPAPE;GASOLINA A;52351,741
2010;JUN;COPAPE;GASOLINA A;53713,735
2010;JUL;COPAPE;GASOLINA A;40657,728
2010;AGO;COPAPE;GASOLINA A;48477,96
2010;SET;COPAPE;GASOLINA A;53849,348
2010;OUT;COPAPE;GASOLINA A;48964,493
2010;NOV;COPAPE;GASOLINA A;49642,688
2010;DEZ;COPAPE;GASOLINA A;68211,795
2010;JAN;DECAL;GASOLINA A;0
2010;FEV;DECAL;GASOLINA A;0
2010;MAR;DECAL;GASOLINA A;0
2010;ABR;DECAL;GASOLINA A;0
2010;MAI;DECAL;GASOLINA A;0
2010;JUN;DECAL;GASOLINA A;0
2010;JUL;DECAL;GASOLINA A;0
2010;AGO;DECAL;GASOLINA A;0
2010;SET;DECAL;GASOLINA A;0
2010;OUT;DECAL;GASOLINA A;0
2010;NOV;DECAL;GASOLINA A;0
2010;DEZ;DECAL;GASOLINA A;0
2010;JAN;CPB;GASOLINA A;0
2010;FEV;CPB;GASOLINA A;0
2010;MAR;CPB;GASOLINA A;0
2010;ABR;CPB;GASOLINA A;0
2010;MAI;CPB;GASOLINA A;0
2010;JUN;CPB;GASOLINA A;0
2010;JUL;CPB;GASOLINA A;0
2010;AGO;CPB;GASOLINA A;0
2010;SET;CPB;GASOLINA A;0
2010;OUT;CPB;GASOLINA A;0
2010;NOV;CPB;GASOLINA A;0
2010;DEZ;CPB;GASOLINA A;0
2010;JAN;NEOVG;GASOLINA A;0
2010;FEV;NEOVG;GASOLINA A;0
2010;MAR;NEOVG;GASOLINA A;0
2010;ABR;NEOVG;GASOLINA A;0
2010;MAI;NEOVG;GASOLINA A;0
2010;JUN;NEOVG;GASOLINA A;0
2010;JUL;NEOVG;GASOLINA A;0
2010;AGO;NEOVG;GASOLINA A;0
2010;SET;NEOVG;GASOLINA A;0
2010;OUT;NEOVG;GASOLINA A;0
2010;NOV;NEOVG;GASOLINA A;0
2010;DEZ;NEOVG;GASOLINA A;0
2010;JAN;NORQUIMA;GASOLINA A;0
2010;FEV;NORQUIMA;GASOLINA A;0
2010;MAR;NORQUIMA;GASOLINA A;0
2010;ABR;NORQUIMA;GASOLINA A;0
2010;MAI;NORQUIMA;GASOLINA A;0
2010;JUN;NORQUIMA;GASOLINA A;0
2010;JUL;NORQUIMA;GASOLINA A;0
2010;AGO;NORQUIMA;GASOLINA A;0
2010;SET;NORQUIMA;GASOLINA A;0
2010;OUT;NORQUIMA;GASOLINA A;0
2010;NOV;NORQUIMA;GASOLINA A;0
2010;DEZ;NORQUIMA;GASOLINA A;0
2010;JAN;CAPIXABA;ÓLEO DIESEL;0
2010;FEV;CAPIXABA;ÓLEO DIESEL;0
2010;MAR;CAPIXABA;ÓLEO DIESEL;0
2010;ABR;CAPIXABA;ÓLEO DIESEL;0
2010;MAI;CAPIXABA;ÓLEO DIESEL;0
2010;JUN;CAPIXABA;ÓLEO DIESEL;0
2010;JUL;CAPIXABA;ÓLEO DIESEL;0
2010;AGO;CAPIXABA;ÓLEO DIESEL;0
2010;SET;CAPIXABA;ÓLEO DIESEL;0
2010;OUT;CAPIXABA;ÓLEO DIESEL;0
2010;NOV;CAPIXABA;ÓLEO DIESEL;0
2010;DEZ;CAPIXABA;ÓLEO DIESEL;0
2010;JAN;COPAPE;ÓLEO DIESEL;0
2010;FEV;COPAPE;ÓLEO DIESEL;0
2010;MAR;COPAPE;ÓLEO DIESEL;0
2010;ABR;COPAPE;ÓLEO DIESEL;0
2010;MAI;COPAPE;ÓLEO DIESEL;0
2010;JUN;COPAPE;ÓLEO DIESEL;0
2010;JUL;COPAPE;ÓLEO DIESEL;0
2010;AGO;COPAPE;ÓLEO DIESEL;0
2010;SET;COPAPE;ÓLEO DIESEL;0
2010;OUT;COPAPE;ÓLEO DIESEL;0
2010;NOV;COPAPE;ÓLEO DIESEL;0
2010;DEZ;COPAPE;ÓLEO DIESEL;0
2010;JAN;DECAL;ÓLEO DIESEL;0
2010;FEV;DECAL;ÓLEO DIESEL;0
2010;MAR;DECAL;ÓLEO DIESEL;0
2010;ABR;DECAL;ÓLEO DIESEL;0
2010;MAI;DECAL;ÓLEO DIESEL;0
2010;JUN;DECAL;ÓLEO DIESEL;0
2010;JUL;DECAL;ÓLEO DIESEL;0
2010;AGO;DECAL;ÓLEO DIESEL;0
2010;SET;DECAL;ÓLEO DIESEL;0
2010;OUT;DECAL;ÓLEO DIESEL;0
2010;NOV;DECAL;ÓLEO DIESEL;0
2010;DEZ;DECAL;ÓLEO DIESEL;0
2010;JAN;CPB;ÓLEO DIESEL;0
2010;FEV;CPB;ÓLEO DIESEL;0
2010;MAR;CPB;ÓLEO DIESEL;0
2010;ABR;CPB;ÓLEO DIESEL;0
2010;MAI;CPB;ÓLEO DIESEL;0
2010;JUN;CPB;ÓLEO DIESEL;0
2010;JUL;CPB;ÓLEO DIESEL;0
2010;AGO;CPB;ÓLEO DIESEL;0
2010;SET;CPB;ÓLEO DIESEL;0
2010;OUT;CPB;ÓLEO DIESEL;0
2010;NOV;CPB;ÓLEO DIESEL;0
2010;DEZ;CPB;ÓLEO DIESEL;0
2010;JAN;NEOVG;ÓLEO DIESEL;0
2010;FEV;NEOVG;ÓLEO DIESEL;0
2010;MAR;NEOVG;ÓLEO DIESEL;0
2010;ABR;NEOVG;ÓLEO DIESEL;0
2010;MAI;NEOVG;ÓLEO DIESEL;0
2010;JUN;NEOVG;ÓLEO DIESEL;0
2010;JUL;NEOVG;ÓLEO DIESEL;0
2010;AGO;NEOVG;ÓLEO DIESEL;0
2010;SET;NEOVG;ÓLEO DIESEL;0
2010;OUT;NEOVG;ÓLEO DIESEL;0
2010;NOV;NEOVG;ÓLEO DIESEL;0
2010;DEZ;NEOVG;ÓLEO DIESEL;0
2010;JAN;NORQUIMA;ÓLEO DIESEL;0
2010;FEV;NORQUIMA;ÓLEO DIESEL;0
2010;MAR;NORQUIMA;ÓLEO DIESEL;0
2010;ABR;NORQUIMA;ÓLEO DIESEL;0
2010;MAI;NORQUIMA;ÓLEO DIESEL;0
2010;JUN;NORQUIMA;ÓLEO DIESEL;0
2010;JUL;NORQUIMA;ÓLEO DIESEL;0
2010;AGO;NORQUIMA;ÓLEO DIESEL;0
2010;SET;NORQUIMA;ÓLEO DIESEL;0
2010;OUT;NORQUIMA;ÓLEO DIESEL;0
2010;NOV;NORQUIMA;ÓLEO DIESEL;0
2010;DEZ;NORQUIMA;ÓLEO DIESEL;0
2010;JAN;CAPIXABA;SOLVENTE;255,207
2010;FEV;CAPIXABA;SOLVENTE;246,306
2010;MAR;CAPIXABA;SOLVENTE;346,524
2010;ABR;CAPIXABA;SOLVENTE;203,493
2010;MAI;CAPIXABA;SOLVENTE;272,068
2010;JUN;CAPIXABA;SOLVENTE;330,127
2010;JUL;CAPIXABA;SOLVENTE;342,539
2010;AGO;CAPIXABA;SOLVENTE;291,254
2010;SET;CAPIXABA;SOLVENTE;320,313
2010;OUT;CAPIXABA;SOLVENTE;292,253
2010;NOV;CAPIXABA;SOLVENTE;443,179
2010;DEZ;CAPIXABA;SOLVENTE;472,983
2010;JAN;COPAPE;SOLVENTE;0
2010;FEV;COPAPE;SOLVENTE;0
2010;MAR;COPAPE;SOLVENTE;0
2010;ABR;COPAPE;SOLVENTE;0
2010;MAI;COPAPE;SOLVENTE;0
2010;JUN;COPAPE;SOLVENTE;0
2010;JUL;COPAPE;SOLVENTE;0
2010;AGO;COPAPE;SOLVENTE;0
2010;SET;COPAPE;SOLVENTE;0
2010;OUT;COPAPE;SOLVENTE;0
2010;NOV;COPAPE;SOLVENTE;0
2010;DEZ;COPAPE;SOLVENTE;0
2010;JAN;DECAL;SOLVENTE;0
2010;FEV;DECAL;SOLVENTE;0
2010;MAR;DECAL;SOLVENTE;0
2010;ABR;DECAL;SOLVENTE;0
2010;MAI;DECAL;SOLVENTE;0
2010;JUN;DECAL;SOLVENTE;0
2010;JUL;DECAL;SOLVENTE;0
2010;AGO;DECAL;SOLVENTE;0
2010;SET;DECAL;SOLVENTE;0
2010;OUT;DECAL;SOLVENTE;0
2010;NOV;DECAL;SOLVENTE;0
2010;DEZ;DECAL;SOLVENTE;0
2010;JAN;CPB;SOLVENTE;0
2010;FEV;CPB;SOLVENTE;0
2010;MAR;CPB;SOLVENTE;0
2010;ABR;CPB;SOLVENTE;0
2010;MAI;CPB;SOLVENTE;0
2010;JUN;CPB;SOLVENTE;0
2010;JUL;CPB;SOLVENTE;0
2010;AGO;CPB;SOLVENTE;0
2010;SET;CPB;SOLVENTE;0
2010;OUT;CPB;SOLVENTE;0
2010;NOV;CPB;SOLVENTE;0
2010;DEZ;CPB;SOLVENTE;0
2010;JAN;NEOVG;SOLVENTE;0
2010;FEV;NEOVG;SOLVENTE;0
2010;MAR;NEOVG;SOLVENTE;0
2010;ABR;NEOVG;SOLVENTE;0
2010;MAI;NEOVG;SOLVENTE;0
2010;JUN;NEOVG;SOLVENTE;0
2010;JUL;NEOVG;SOLVENTE;0
2010;AGO;NEOVG;SOLVENTE;0
2010;SET;NEOVG;SOLVENTE;0
2010;OUT;NEOVG;SOLVENTE;0
2010;NOV;NEOVG;SOLVENTE;0
2010;DEZ;NEOVG;SOLVENTE;0
2010;JAN;NORQUIMA;SOLVENTE;20
2010;FEV;NORQUIMA;SOLVENTE;3,4
2010;MAR;NORQUIMA;SOLVENTE;0
2010;ABR;NORQUIMA;SOLVENTE;7,374
2010;MAI;NORQUIMA;SOLVENTE;3,2
2010;JUN;NORQUIMA;SOLVENTE;0
2010;JUL;NORQUIMA;SOLVENTE;6,8
2010;AGO;NORQUIMA;SOLVENTE;49,1
2010;SET;NORQUIMA;SOLVENTE;16,385
2010;OUT;NORQUIMA;SOLVENTE;28,8
2010;NOV;NORQUIMA;SOLVENTE;0
2010;DEZ;NORQUIMA;SOLVENTE;67,03
2011;JAN;CAPIXABA;GASOLINA A;0
2011;FEV;CAPIXABA;GASOLINA A;0
2011;MAR;CAPIXABA;GASOLINA A;0
2011;ABR;CAPIXABA;GASOLINA A;0
2011;MAI;CAPIXABA;GASOLINA A;0
2011;JUN;CAPIXABA;GASOLINA A;0
2011;JUL;CAPIXABA;GASOLINA A;0
2011;AGO;CAPIXABA;GASOLINA A;0
2011;SET;CAPIXABA;GASOLINA A;0
2011;OUT;CAPIXABA;GASOLINA A;0
2011;NOV;CAPIXABA;GASOLINA A;0
2011;DEZ;CAPIXABA;GASOLINA A;0
2011;JAN;COPAPE;GASOLINA A;21183,027
2011;FEV;COPAPE;GASOLINA A;19472,516
2011;MAR;COPAPE;GASOLINA A;17011,282
2011;ABR;COPAPE;GASOLINA A;20923,135
2011;MAI;COPAPE;GASOLINA A;5671,79
2011;JUN;COPAPE;GASOLINA A;97,774
2011;JUL;COPAPE;GASOLINA A;56,831
2011;AGO;COPAPE;GASOLINA A;284,143
2011;SET;COPAPE;GASOLINA A;185,145
2011;OUT;COPAPE;GASOLINA A;0
2011;NOV;COPAPE;GASOLINA A;253,156
2011;DEZ;COPAPE;GASOLINA A;0
2011;JAN;DECAL;GASOLINA A;0
2011;FEV;DECAL;GASOLINA A;0
2011;MAR;DECAL;GASOLINA A;0
2011;ABR;DECAL;GASOLINA A;0
2011;MAI;DECAL;GASOLINA A;0
2011;JUN;DECAL;GASOLINA A;0
2011;JUL;DECAL;GASOLINA A;0
2011;AGO;DECAL;GASOLINA A;0
2011;SET;DECAL;GASOLINA A;0
2011;OUT;DECAL;GASOLINA A;0
2011;NOV;DECAL;GASOLINA A;0
2011;DEZ;DECAL;GASOLINA A;0
2011;JAN;CPB;GASOLINA A;0
2011;FEV;CPB;GASOLINA A;0
2011;MAR;CPB;GASOLINA A;0
2011;ABR;CPB;GASOLINA A;0
2011;MAI;CPB;GASOLINA A;0
2011;JUN;CPB;GASOLINA A;0
2011;JUL;CPB;GASOLINA A;0
2011;AGO;CPB;GASOLINA A;0
2011;SET;CPB;GASOLINA A;0
2011;OUT;CPB;GASOLINA A;0
2011;NOV;CPB;GASOLINA A;0
2011;DEZ;CPB;GASOLINA A;0
2011;JAN;NEOVG;GASOLINA A;0
2011;FEV;NEOVG;GASOLINA A;0
2011;MAR;NEOVG;GASOLINA A;0
2011;ABR;NEOVG;GASOLINA A;0
2011;MAI;NEOVG;GASOLINA A;0
2011;JUN;NEOVG;GASOLINA A;0
2011;JUL;NEOVG;GASOLINA A;0
2011;AGO;NEOVG;GASOLINA A;0
2011;SET;NEOVG;GASOLINA A;0
2011;OUT;NEOVG;GASOLINA A;0
2011;NOV;NEOVG;GASOLINA A;0
2011;DEZ;NEOVG;GASOLINA A;0
2011;JAN;NORQUIMA;GASOLINA A;0
2011;FEV;NORQUIMA;GASOLINA A;0
2011;MAR;NORQUIMA;GASOLINA A;0
2011;ABR;NORQUIMA;GASOLINA A;0
2011;MAI;NORQUIMA;GASOLINA A;0
2011;JUN;NORQUIMA;GASOLINA A;0
2011;JUL;NORQUIMA;GASOLINA A;0
2011;AGO;NORQUIMA;GASOLINA A;0
2011;SET;NORQUIMA;GASOLINA A;0
2011;OUT;NORQUIMA;GASOLINA A;0
2011;NOV;NORQUIMA;GASOLINA A;0
2011;DEZ;NORQUIMA;GASOLINA A;0
2011;JAN;CAPIXABA;ÓLEO DIESEL;0
2011;FEV;CAPIXABA;ÓLEO DIESEL;0
2011;MAR;CAPIXABA;ÓLEO DIESEL;0
2011;ABR;CAPIXABA;ÓLEO DIESEL;0
2011;MAI;CAPIXABA;ÓLEO DIESEL;0
2011;JUN;CAPIXABA;ÓLEO DIESEL;0
2011;JUL;CAPIXABA;ÓLEO DIESEL;0
2011;AGO;CAPIXABA;ÓLEO DIESEL;0
2011;SET;CAPIXABA;ÓLEO DIESEL;0
2011;OUT;CAPIXABA;ÓLEO DIESEL;0
2011;NOV;CAPIXABA;ÓLEO DIESEL;0
2011;DEZ;CAPIXABA;ÓLEO DIESEL;0
2011;JAN;COPAPE;ÓLEO DIESEL;0
2011;FEV;COPAPE;ÓLEO DIESEL;0
2011;MAR;COPAPE;ÓLEO DIESEL;0
2011;ABR;COPAPE;ÓLEO DIESEL;0
2011;MAI;COPAPE;ÓLEO DIESEL;0
2011;JUN;COPAPE;ÓLEO DIESEL;0
2011;JUL;COPAPE;ÓLEO DIESEL;0
2011;AGO;COPAPE;ÓLEO DIESEL;0
2011;SET;COPAPE;ÓLEO DIESEL;0
2011;OUT;COPAPE;ÓLEO DIESEL;0
2011;NOV;COPAPE;ÓLEO DIESEL;0
2011;DEZ;COPAPE;ÓLEO DIESEL;0
2011;JAN;DECAL;ÓLEO DIESEL;0
2011;FEV;DECAL;ÓLEO DIESEL;0
2011;MAR;DECAL;ÓLEO DIESEL;0
2011;ABR;DECAL;ÓLEO DIESEL;0
2011;MAI;DECAL;ÓLEO DIESEL;0
2011;JUN;DECAL;ÓLEO DIESEL;0
2011;JUL;DECAL;ÓLEO DIESEL;0
2011;AGO;DECAL;ÓLEO DIESEL;0
2011;SET;DECAL;ÓLEO DIESEL;0
2011;OUT;DECAL;ÓLEO DIESEL;0
2011;NOV;DECAL;ÓLEO DIESEL;0
2011;DEZ;DECAL;ÓLEO DIESEL;0
2011;JAN;CPB;ÓLEO DIESEL;0
2011;FEV;CPB;ÓLEO DIESEL;0
2011;MAR;CPB;ÓLEO DIESEL;0
2011;ABR;CPB;ÓLEO DIESEL;0
2011;MAI;CPB;ÓLEO DIESEL;0
2011;JUN;CPB;ÓLEO DIESEL;0
2011;JUL;CPB;ÓLEO DIESEL;0
2011;AGO;CPB;ÓLEO DIESEL;0
2011;SET;CPB;ÓLEO DIESEL;0
2011;OUT;CPB;ÓLEO DIESEL;0
2011;NOV;CPB;ÓLEO DIESEL;0
2011;DEZ;CPB;ÓLEO DIESEL;0
2011;JAN;NEOVG;ÓLEO DIESEL;0
2011;FEV;NEOVG;ÓLEO DIESEL;0
2011;MAR;NEOVG;ÓLEO DIESEL;0
2011;ABR;NEOVG;ÓLEO DIESEL;0
2011;MAI;NEOVG;ÓLEO DIESEL;0
2011;JUN;NEOVG;ÓLEO DIESEL;0
2011;JUL;NEOVG;ÓLEO DIESEL;0
2011;AGO;NEOVG;ÓLEO DIESEL;0
2011;SET;NEOVG;ÓLEO DIESEL;0
2011;OUT;NEOVG;ÓLEO DIESEL;0
2011;NOV;NEOVG;ÓLEO DIESEL;0
2011;DEZ;NEOVG;ÓLEO DIESEL;0
2011;JAN;NORQUIMA;ÓLEO DIESEL;0
2011;FEV;NORQUIMA;ÓLEO DIESEL;0
2011;MAR;NORQUIMA;ÓLEO DIESEL;0
2011;ABR;NORQUIMA;ÓLEO DIESEL;0
2011;MAI;NORQUIMA;ÓLEO DIESEL;0
2011;JUN;NORQUIMA;ÓLEO DIESEL;0
2011;JUL;NORQUIMA;ÓLEO DIESEL;0
2011;AGO;NORQUIMA;ÓLEO DIESEL;0
2011;SET;NORQUIMA;ÓLEO DIESEL;0
2011;OUT;NORQUIMA;ÓLEO DIESEL;0
2011;NOV;NORQUIMA;ÓLEO DIESEL;0
2011;DEZ;NORQUIMA;ÓLEO DIESEL;0
2011;JAN;CAPIXABA;SOLVENTE;322,412
2011;FEV;CAPIXABA;SOLVENTE;317,463
2011;MAR;CAPIXABA;SOLVENTE;378,179
2011;ABR;CAPIXABA;SOLVENTE;460,56
2011;MAI;CAPIXABA;SOLVENTE;552,412
2011;JUN;CAPIXABA;SOLVENTE;548,306
2011;JUL;CAPIXABA;SOLVENTE;461,749
2011;AGO;CAPIXABA;SOLVENTE;403,385
2011;SET;CAPIXABA;SOLVENTE;401,898
2011;OUT;CAPIXABA;SOLVENTE;404,042
2011;NOV;CAPIXABA;SOLVENTE;346,965
2011;DEZ;CAPIXABA;SOLVENTE;374,713
2011;JAN;COPAPE;SOLVENTE;0
2011;FEV;COPAPE;SOLVENTE;0
2011;MAR;COPAPE;SOLVENTE;0
2011;ABR;COPAPE;SOLVENTE;0
2011;MAI;COPAPE;SOLVENTE;0
2011;JUN;COPAPE;SOLVENTE;0
2011;JUL;COPAPE;SOLVENTE;0
2011;AGO;COPAPE;SOLVENTE;0
2011;SET;COPAPE;SOLVENTE;0
2011;OUT;COPAPE;SOLVENTE;0
2011;NOV;COPAPE;SOLVENTE;0
2011;DEZ;COPAPE;SOLVENTE;0
2011;JAN;DECAL;SOLVENTE;0
2011;FEV;DECAL;SOLVENTE;0
2011;MAR;DECAL;SOLVENTE;0
2011;ABR;DECAL;SOLVENTE;0
2011;MAI;DECAL;SOLVENTE;0
2011;JUN;DECAL;SOLVENTE;0
2011;JUL;DECAL;SOLVENTE;0
2011;AGO;DECAL;SOLVENTE;0
2011;SET;DECAL;SOLVENTE;0
2011;OUT;DECAL;SOLVENTE;0
2011;NOV;DECAL;SOLVENTE;0
2011;DEZ;DECAL;SOLVENTE;0
2011;JAN;CPB;SOLVENTE;0
2011;FEV;CPB;SOLVENTE;0
2011;MAR;CPB;SOLVENTE;0
2011;ABR;CPB;SOLVENTE;0
2011;MAI;CPB;SOLVENTE;0
2011;JUN;CPB;SOLVENTE;0
2011;JUL;CPB;SOLVENTE;0
2011;AGO;CPB;SOLVENTE;0
2011;SET;CPB;SOLVENTE;0
2011;OUT;CPB;SOLVENTE;0
2011;NOV;CPB;SOLVENTE;0
2011;DEZ;CPB;SOLVENTE;0
2011;JAN;NEOVG;SOLVENTE;0
2011;FEV;NEOVG;SOLVENTE;0
2011;MAR;NEOVG;SOLVENTE;0
2011;ABR;NEOVG;SOLVENTE;0
2011;MAI;NEOVG;SOLVENTE;0
2011;JUN;NEOVG;SOLVENTE;0
2011;JUL;NEOVG;SOLVENTE;0
2011;AGO;NEOVG;SOLVENTE;0
2011;SET;NEOVG;SOLVENTE;0
2011;OUT;NEOVG;SOLVENTE;0
2011;NOV;NEOVG;SOLVENTE;0
2011;DEZ;NEOVG;SOLVENTE;0
2011;JAN;NORQUIMA;SOLVENTE;0
2011;FEV;NORQUIMA;SOLVENTE;0
2011;MAR;NORQUIMA;SOLVENTE;88,619
2011;ABR;NORQUIMA;SOLVENTE;85,348
2011;MAI;NORQUIMA;SOLVENTE;38,9
2011;JUN;NORQUIMA;SOLVENTE;0
2011;JUL;NORQUIMA;SOLVENTE;0
2011;AGO;NORQUIMA;SOLVENTE;0
2011;SET;NORQUIMA;SOLVENTE;0
2011;OUT;NORQUIMA;SOLVENTE;0
2011;NOV;NORQUIMA;SOLVENTE;0
2011;DEZ;NORQUIMA;SOLVENTE;0
2012;JAN;CAPIXABA;GASOLINA A;0
2012;FEV;CAPIXABA;GASOLINA A;0
2012;MAR;CAPIXABA;GASOLINA A;0
2012;ABR;CAPIXABA;GASOLINA A;0
2012;MAI;CAPIXABA;GASOLINA A;0
2012;JUN;CAPIXABA;GASOLINA A;0
2012;JUL;CAPIXABA;GASOLINA A;0
2012;AGO;CAPIXABA;GASOLINA A;0
2012;SET;CAPIXABA;GASOLINA A;0
2012;OUT;CAPIXABA;GASOLINA A;0
2012;NOV;CAPIXABA;GASOLINA A;0
2012;DEZ;CAPIXABA;GASOLINA A;0
2012;JAN;COPAPE;GASOLINA A;0
2012;FEV;COPAPE;GASOLINA A;0
2012;MAR;COPAPE;GASOLINA A;0
2012;ABR;COPAPE;GASOLINA A;0
2012;MAI;COPAPE;GASOLINA A;0
2012;JUN;COPAPE;GASOLINA A;0
2012;JUL;COPAPE;GASOLINA A;0
2012;AGO;COPAPE;GASOLINA A;0
2012;SET;COPAPE;GASOLINA A;1791,428
2012;OUT;COPAPE;GASOLINA A;1435,097
2012;NOV;COPAPE;GASOLINA A;11863,696
2012;DEZ;COPAPE;GASOLINA A;8555,397
2012;JAN;DECAL;GASOLINA A;0
2012;FEV;DECAL;GASOLINA A;0
2012;MAR;DECAL;GASOLINA A;0
2012;ABR;DECAL;GASOLINA A;0
2012;MAI;DECAL;GASOLINA A;0
2012;JUN;DECAL;GASOLINA A;0
2012;JUL;DECAL;GASOLINA A;0
2012;AGO;DECAL;GASOLINA A;0
2012;SET;DECAL;GASOLINA A;0
2012;OUT;DECAL;GASOLINA A;0
2012;NOV;DECAL;GASOLINA A;0
2012;DEZ;DECAL;GASOLINA A;0
2012;JAN;CPB;GASOLINA A;0
2012;FEV;CPB;GASOLINA A;0
2012;MAR;CPB;GASOLINA A;0
2012;ABR;CPB;GASOLINA A;0
2012;MAI;CPB;GASOLINA A;0
2012;JUN;CPB;GASOLINA A;0
2012;JUL;CPB;GASOLINA A;0
2012;AGO;CPB;GASOLINA A;0
2012;SET;CPB;GASOLINA A;0
2012;OUT;CPB;GASOLINA A;0
2012;NOV;CPB;GASOLINA A;0
2012;DEZ;CPB;GASOLINA A;0
2012;JAN;NEOVG;GASOLINA A;0
2012;FEV;NEOVG;GASOLINA A;0
2012;MAR;NEOVG;GASOLINA A;0
2012;ABR;NEOVG;GASOLINA A;0
2012;MAI;NEOVG;GASOLINA A;0
2012;JUN;NEOVG;GASOLINA A;0
2012;JUL;NEOVG;GASOLINA A;0
2012;AGO;NEOVG;GASOLINA A;0
2012;SET;NEOVG;GASOLINA A;0
2012;OUT;NEOVG;GASOLINA A;0
2012;NOV;NEOVG;GASOLINA A;0
2012;DEZ;NEOVG;GASOLINA A;0
2012;JAN;NORQUIMA;GASOLINA A;0
2012;FEV;NORQUIMA;GASOLINA A;0
2012;MAR;NORQUIMA;GASOLINA A;0
2012;ABR;NORQUIMA;GASOLINA A;0
2012;MAI;NORQUIMA;GASOLINA A;0
2012;JUN;NORQUIMA;GASOLINA A;0
2012;JUL;NORQUIMA;GASOLINA A;0
2012;AGO;NORQUIMA;GASOLINA A;0
2012;SET;NORQUIMA;GASOLINA A;0
2012;OUT;NORQUIMA;GASOLINA A;0
2012;NOV;NORQUIMA;GASOLINA A;0
2012;DEZ;NORQUIMA;GASOLINA A;0
2012;JAN;CAPIXABA;ÓLEO DIESEL;0
2012;FEV;CAPIXABA;ÓLEO DIESEL;0
2012;MAR;CAPIXABA;ÓLEO DIESEL;0
2012;ABR;CAPIXABA;ÓLEO DIESEL;0
2012;MAI;CAPIXABA;ÓLEO DIESEL;0
2012;JUN;CAPIXABA;ÓLEO DIESEL;0
2012;JUL;CAPIXABA;ÓLEO DIESEL;0
2012;AGO;CAPIXABA;ÓLEO DIESEL;0
2012;SET;CAPIXABA;ÓLEO DIESEL;0
2012;OUT;CAPIXABA;ÓLEO DIESEL;0
2012;NOV;CAPIXABA;ÓLEO DIESEL;0
2012;DEZ;CAPIXABA;ÓLEO DIESEL;0
2012;JAN;COPAPE;ÓLEO DIESEL;0
2012;FEV;COPAPE;ÓLEO DIESEL;0
2012;MAR;COPAPE;ÓLEO DIESEL;0
2012;ABR;COPAPE;ÓLEO DIESEL;0
2012;MAI;COPAPE;ÓLEO DIESEL;0
2012;JUN;COPAPE;ÓLEO DIESEL;0
2012;JUL;COPAPE;ÓLEO DIESEL;0
2012;AGO;COPAPE;ÓLEO DIESEL;0
2012;SET;COPAPE;ÓLEO DIESEL;0
2012;OUT;COPAPE;ÓLEO DIESEL;0
2012;NOV;COPAPE;ÓLEO DIESEL;0
2012;DEZ;COPAPE;ÓLEO DIESEL;0
2012;JAN;DECAL;ÓLEO DIESEL;0
2012;FEV;DECAL;ÓLEO DIESEL;0
2012;MAR;DECAL;ÓLEO DIESEL;0
2012;ABR;DECAL;ÓLEO DIESEL;0
2012;MAI;DECAL;ÓLEO DIESEL;0
2012;JUN;DECAL;ÓLEO DIESEL;0
2012;JUL;DECAL;ÓLEO DIESEL;0
2012;AGO;DECAL;ÓLEO DIESEL;0
2012;SET;DECAL;ÓLEO DIESEL;0
2012;OUT;DECAL;ÓLEO DIESEL;0
2012;NOV;DECAL;ÓLEO DIESEL;0
2012;DEZ;DECAL;ÓLEO DIESEL;0
