Mês/Ano,Razão Social,CNPJ,Instalação,Região,Estado,Município,Produto,Produção
10/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene de Aviação (m³),8828
10/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene Iluminante (m³),30
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Butano (m³),245
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Cimento Asfáltico (kg),2228215
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,DMA-MGO (m³),33791
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Gasolina A (m³),225859
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,GLP (kg),36282126
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Lubrificantes (m³),1764
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Nafta (m³),59136
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível (kg),229164325
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível Marítimo (kg),142355447
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S10 (m³),157511
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S500 (m³),236037
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Parafinas (kg),7916530
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Querosene de Aviação (m³),26505
10/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Solventes (m³),827
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Coque (kg),34689000
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,DMA-MGO (m³),24498
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A (m³),201109
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A Premium (m³),2493
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,GLP (kg),25102661
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível (kg),22079342
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível Marítimo (kg),78578650
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S10 (m³),82910
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S500 (m³),226307
10/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Solventes (m³),12235
10/2019,PETROLEO BRASILEIRO S/A,33000167049623,UN-SIX,SUL,Paraná,SAO MATEUS DO SUL,Nafta (m³),3042
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Cimento Asfáltico (kg),31123155
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Coque (kg),124509189
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Gasolina A (m³),445431
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,GLP (kg),65320259
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Nafta (m³),83593
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível (kg),8151155
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível Marítimo (kg),80789248
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S10 (m³),264596
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S500 (m³),506352
10/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Querosene de Aviação (m³),158296
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Cimento Asfáltico (kg),12197117
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Gasolina A (m³),79439
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,GLP (kg),3102857
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Nafta (m³),12448
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível (kg),6818703
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível Marítimo (kg),5736415
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Diesel S500 (m³),51663
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Querosene de Aviação (m³),13195
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Asfalto (kg),200293
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Cimento Asfáltico (kg),24829884
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Coque (kg),41122000
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,DMA-MGO (m³),22
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Gasolina A (m³),229722
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,GLP (kg),31660732
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Nafta (m³),2629
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível (kg),38476309
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível Marítimo (kg),26674777
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S10 (m³),114146
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S500 (m³),321671
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene de Aviação (m³),15071
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene Iluminante (m³),149
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Solventes (m³),3825
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Gasolina A (m³),94377
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,GLP (kg),10663484
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Nafta (m³),17591
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível (kg),27518358
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível Marítimo (kg),12208217
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S500 (m³),4035
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Outros Óleos Diesel (m³),700
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Querosene Iluminante (m³),79
10/2019,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Solventes (m³),178
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Gasolina A (m³),95832
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,GLP (kg),9736153
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Combustível (kg),19876750
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Diesel S10 (m³),108381
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Diesel S500 (m³),20752
10/2019,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Solventes (m³),7647
10/2019,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,Gasolina A (m³),10327
10/2019,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,GLP (kg),4197050
10/2019,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,Óleo Combustível (kg),99894314
10/2019,PETROLEO BRASILEIRO S/A,33000167109111,GUAMARÉ,NORDESTE,Rio Grande do Norte,GUAMARE,Querosene de Aviação (m³),17609
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Coque (kg),38747952
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,GLP (kg),5865489
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Nafta (m³),61734
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Combustível (kg),78507220
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Combustível Marítimo (kg),16836062
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Diesel S10 (m³),216760
10/2019,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Diesel S500 (m³),89455
10/2019,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Gasolina A (m³),52636
10/2019,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Nafta (m³),2564
10/2019,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Solventes (m³),0
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,DMA-MGO (m³),2595
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Gasolina A (m³),45474
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Gasolina A Premium (m³),127
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,GLP (kg),1610470
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Nafta (m³),8
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Combustível (kg),13158212
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Combustível Marítimo (kg),29090
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Diesel S10 (m³),0
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Diesel S500 (m³),41204
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Querosene Iluminante (m³),36
10/2019,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Solventes (m³),3300
09/2019,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Gasolina A (m³),1200
09/2019,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Nafta (m³),0
09/2019,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Óleo Combustível (kg),6108771
09/2019,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Óleo Diesel S500 (m³),2900
09/2019,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Solventes (m³),6427
09/2019,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Asfalto (kg),460082
09/2019,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Cimento Asfáltico (kg),19544999
09/2019,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,DMA-MGO (m³),5088
09/2019,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Lubrificantes (m³),4505
09/2019,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Óleo Combustível (kg),951239
09/2019,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Óleo Combustível Marítimo (kg),6649643
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Asfalto (kg),99826
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Cimento Asfáltico (kg),13945510
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Coque (kg),21477188
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,DMA-MGO (m³),116793
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Gasolina A (m³),165678
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,GLP (kg),62312342
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Lubrificantes (m³),24074
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Nafta (m³),113542
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Combustível (kg),135040561
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Combustível Marítimo (kg),20899667
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Diesel S10 (m³),89642
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Diesel S500 (m³),27571
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Outros Óleos Diesel (m³),800
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Propano (m³),34315
09/2019,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Querosene de Aviação (m³),105122
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Asfalto (kg),962002
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Cimento Asfáltico (kg),39105529
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Coque (kg),31939000
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Gasolina A (m³),128983
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,GLP (kg),18797226
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Combustível (kg),16458154
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Combustível Marítimo (kg),10459793
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Diesel S10 (m³),171227
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Diesel S500 (m³),150514
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene de Aviação (m³),51794
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene Iluminante (m³),160
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Asfalto (kg),162034
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Cimento Asfáltico (kg),14562385
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Coque (kg),14903000
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Gasolina A (m³),157024
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,GLP (kg),28578731
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Nafta (m³),44803
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Combustível (kg),46440099
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S10 (m³),118126
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S500 (m³),236105
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene de Aviação (m³),17300
09/2019,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene Iluminante (m³),50
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Cimento Asfáltico (kg),16704094
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,DMA-MGO (m³),26790
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Gasolina A (m³),251922
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,GLP (kg),43365263
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Lubrificantes (m³),7054
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Nafta (m³),39676
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível (kg),76311557
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível Marítimo (kg),220775857
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S10 (m³),153467
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S500 (m³),231225
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Parafinas (kg),9422024
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Querosene de Aviação (m³),24040
09/2019,PETROLEO BRASILEIRO S/A,33000167014323,RLAM,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Solventes (m³),686
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Butano (m³),397
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Coque (kg),43114000
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,DMA-MGO (m³),46116
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A (m³),192306
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A Premium (m³),236
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,GLP (kg),26939815
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível (kg),15215425
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível Marítimo (kg),57197033
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S10 (m³),74485
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S500 (m³),216476
09/2019,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Solventes (m³),12034
09/2019,PETROLEO BRASILEIRO S/A,33000167049623,UN-SIX,SUL,Paraná,SAO MATEUS DO SUL,Nafta (m³),3436
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Cimento Asfáltico (kg),29381850
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Coque (kg),94381937
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Gasolina A (m³),376383
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,GLP (kg),72827873
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Nafta (m³),89604
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível (kg),11867919
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível Marítimo (kg),83948469
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S10 (m³),56816
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S500 (m³),477107
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Outros Óleos Diesel (m³),3492
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Querosene de Aviação (m³),89580
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Cimento Asfáltico (kg),10835686
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Gasolina A (m³),72363
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,GLP (kg),3625615
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Nafta (m³),19663
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível (kg),7545029
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Combustível Marítimo (kg),3555367
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,Óleo Diesel S500 (m³),45844
